Car Name,Price,Mileage,Year,Transmission,Gearbox,Horsepower,Fuel Type,Location,Description
Mercedes-Benz Classe E AMG,155 000 DT,95 000 km,2018,Traction,Automatique,9 cv,Essence,Tunis,À vendre Mercedes E180  KIT AMG avec toit panoramique ouvrant 95 000 km certifié voiture première main svp prix négociable négociable et curieux s’abstenir tel 98214267///53402770
Mercedes-Benz Classe C Avantgarde,88 000 DT,160 000 km,2015,Traction,Automatique,8 cv,Essence,Tunis,À vendre Mercedes C180 Avantgarde année 9/2015 boîte auto de couleur noir intérieur cuir blanc cassé 160 000 km svp prix légèrement négociable et curieux s’abstenir tel 98214267///53402770
Mercedes-Benz Classe C,Sous leasing                    159 700 DT,135 000 km,2019,Traction,Automatique,8 cv,Essence,Tunis,À vendre ou à echange C180 KIT AMG sous dossier leasing 112000 DT en premier dépôt avec 1590 DT /mois/40mois svp prix légèrement négociable et curieux s’abstenir tel 98214267///53402770 prix au comptant: 163 500 DT SVP PRIX legeremment negociable et curieux s'abstenir TEL 98214267///53402770
BMW Série 4 Gran Coupé,145 000 DT,90 000 km,2019,Traction,Automatique,7 cv,Essence,Tunis,A vendre ou à echange bmw 418i KIT M Performance 6/2019 gran coupé full options de couleur bleu électrique svp prix légèrement négociable et curieux s’abstenir tel TEL 98214267///53402770     PRIX  en promotion à cause du mois de ramadan 160 000 DT passe a 145 000  DT svp prix légèrement négociable et curieux s’abstenir tel 98214267///53402770
Mercedes-Benz Classe C coupé AMG,178 000 DT,86 000 km,2019,Traction,Automatique,10 cv,Essence,Tunis,"À vendre C200 essence hybrid coupé KIT AMG importée récemment de l’Allemagne TU 243 phares multibream led , caméra 360* sonorisation burmester , toit panoramique ouvrant, compteur digital et jantes allum 19’’ svp prix légèrement négociable et curieux s’abstenir tel 98214267///53402770"
Mercedes-Benz GLA AMG,189 000 DT,20 000 km,2023,Traction,Automatique,7 cv,Essence,Tunis,À vendre GLA 180 Âge 1 ans 5 mois KIT AMG avec faible kilométrage 20 000 km seulement et avec toit panoramique ouvert ( possibilité transfert dossier leasing svp prix légèrement négociable et curieux s’abstenir tel 98214267///53402770
Porsche Cayenne,152 000 DT,195 000 km,2012,Propulsion,Automatique,21 cv,Essence,Tunis,À vendre Porsche Cayenne de couleur blanc pack night 3.6 cm3. V6. Importée en 2015 état presque neuve avec boule de remorquage électrique svp prix légèrement négociable et curieux s’abstenir tel 98214267///53402770
MG HS Trophy,103 000 DT,35 000 km,2021,Traction,Automatique,15 cv,Essence,Tunis,À vendre MG  HS  TROPHY  toit panoramique ouvrant boite auto 4/2021 moteur 1998 cm3. 15 cv intérieur cuir Kamel voiture très très propre comme neuve svp prix légèrement négociable et curieux s’abstenir TEl 98214267///53402770
Audi Q3,112 000 DT,110 000 km,2019,Propulsion,Automatique,9 cv,Essence,Tunis,"À vendre Audi Q3 année 11/2019 de couleur gris nardo  essence 9 cv. Boite auto compteur digital et ecran tactil et deux sièges avant électrique et rétro rabatable ,malle hayon électrique svp prix légèrement négociable et curieux s’abstenir TEL 98214267///53402770"
Toyota Land Cruiser GR,60 000 DT,300 000 km,1996,Intégrale,Manuelle,17 cv,Diesel,Ariana,A vendre toyota land cruiser 80 annee 1996 4.2 atmospherique  17 chevaux Taxe 180 dinars.
Opel Calibra Turbo 4x4,58 000 DT,76 000 km,1994,Intégrale,Manuelle,8 cv,Essence,Ariana,"Calibra turbo, faible kilométrage, exemplaire unique. Refaite à neuve état collection."
KIA Opirus PREMIUM,55 000 DT,65 000 km,2010,Traction,Automatique,16 cv,Essence,Tunis,"Berline, 16 cv, transmission Traction, Accoudoir avant, Affichage tête haute, Autoradio CD, Bluetooth, Chargeur CD, Navigation, Sièges chauffants, Sièges ventilés, Sièges réglables en hauteur, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières"
Toyota Agya Comfort,37 800 DT,84 000 km,2021,Traction,Automatique,5 cv,Essence,Tunis,"Compacte, 5 cv, transmission Traction, Autoradio, Autoradio CD, Autoradio CD/Mp3, Android Auto, Bluetooth, Connectivité Aux, usb, iPod, Sièges sport, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Hyundai Tucson Hybride Top Grade,149 000 DT,28 000 km,2022,Intégrale,Automatique,11 cv,Hybride,Tunis,"Compacte, 11 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges sport, Sièges chauffants, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant"
Volkswagen Polo Trendline,46 000 DT,90 000 km,2021,Traction,Manuelle,4 cv,Essence,Tunis,"Compacte, 4 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Apple Carplay, Bluetooth, Connectivité Aux, usb, iPod, Navigation, Sièges ventilés, Vitres teintées, Volant/levier de vitesse en cuir, Instrumentation numérique"
Hyundai i20 High Grade,61 000 DT,54 000 km,2022,Traction,Manuelle,5 cv,Essence,Tunis,"Compacte, 5 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières"
Hyundai Grand i10 High Grade,48 500 DT,47 000 km,2023,Traction,Manuelle,5 cv,Essence,Tunis,"Compacte, 5 cv, transmission Traction, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Instrumentation numérique"
BMW Série 3 Confort Luxury Line,79 000 DT,145 000 km,2016,Propulsion,Automatique,7 cv,Essence,Tunis,"Berline, 7 cv, transmission Propulsion, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Android Auto, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Palettes au volant, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Land Rover Range Rover Velar,289 000 DT,19 000 km,2019,Traction,Automatique,15 cv,Essence,Tunis,"SUV/4x4, 15 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges chauffants, Sièges massants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant, Instrumentation numérique"
Ford Focus,41 800 DT,130 000 km,2016,Traction,Manuelle,6 cv,Essence,Tunis,"Compacte, 6 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Bluetooth, Boîte à gants réfrigérée, Chargeur CD, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant multi-fonctions, 3 appuis têtes arrières"
KIA Picanto,44 500 DT,95 000 km,2021,Traction,Automatique,5 cv,Essence,Tunis,"Compacte, 5 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Connectivité Aux, usb, iPod, Sièges massants, Sièges ventilés, Sièges réglables en hauteur, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières"
Mercedes-Benz Classe A AMG,139 000 DT,63 000 km,2020,Traction,Automatique,9 cv,Essence,Tunis,"Compacte, 9 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges chauffants, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
BMW Série 5,65 000 DT,280 000 km,2015,Traction,Automatique,9 cv,Essence,Tunis,"Berline, 9 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD/Mp3, Apple Carplay, Boîte à gants réfrigérée, Navigation, Sièges sport, Sièges chauffants, Sièges massants, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Chevrolet Sonic Comfort,41 000 DT,87 000 km,2021,Traction,Manuelle,5 cv,Essence,Tunis,"Berline, 5 cv, transmission Traction, Autoradio, Autoradio CD, Apple Carplay, Android Auto, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Vitres teintées, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
KIA Picanto Smart,47 000 DT,54 000 km,2022,Traction,Manuelle,5 cv,Essence,Tunis,"Compacte, 5 cv, transmission Traction, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Honda City,65 000 DT,80 000 km,2022,Traction,Automatique,6 cv,Essence,Tunis,"Berline, 6 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Android Auto, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
BMW X5 Confort xLine,265 000 DT,112 000 km,2020,Traction,Automatique,14 cv,Diesel,Tunis,"SUV/4x4, 14 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges chauffants, Sièges massants, Sièges réglables en hauteur, Vitres teintées, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Seat Ibiza Style,46 000 DT,134 000 km,2021,Traction,Manuelle,4 cv,Essence,Tunis,"Coupé, 4 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Boîte à gants réfrigérée, Chargeur CD, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Fiat Fiorino Utilitaire,44 500 DT,13 000 km,2023,Traction,Manuelle,5 cv,Diesel,Tunis,"Utilitaire, 5 cv, transmission Traction, Accoudoir avant, Autoradio, Autoradio CD, Connectivité Aux, usb, iPod, Volant réglable hauteur/profondeur"
Great Wall M4 Comfort,49 500 DT,90 000 km,2021,Traction,Manuelle,6 cv,Essence,Tunis,"SUV/4x4, 6 cv, transmission Traction, Accoudoir avant, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Connectivité Aux, usb, iPod, Navigation, Sièges réglables en hauteur, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières"
Volkswagen Caddy Confort Plus,66 000 DT,145 000 km,2020,Traction,Manuelle,6 cv,Diesel,Tunis,"Utilitaire, 6 cv, transmission Traction, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges chauffants, Sièges réglables en hauteur, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Jaguar XF Luxe,93 000 DT,107 000 km,2016,Propulsion,Automatique,15 cv,Essence,Tunis,"Berline, 15 cv, transmission Propulsion, Accoudoir avant, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Connectivité Aux, usb, iPod, Navigation, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Toyota Prado Adventure,169 000 DT,171 000 km,2011,Intégrale,Automatique,11 cv,Diesel,Tunis,"SUV/4x4, 11 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Connectivité Aux, usb, iPod, Sièges chauffants, Sièges massants, Sièges réglables en hauteur, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Instrumentation numérique"
Toyota Yaris Sedan Elegance,48 500 DT,120 000 km,2021,Traction,Manuelle,5 cv,Essence,Tunis,"Berline, 5 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Android Auto, Bluetooth, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Mercedes-Benz Classe A AMG Premium,128 000 DT,50 000 km,2021,Traction,Automatique,8 cv,Hybride,Nabeul,"À vendre Mercedes-Benz Classe A 250e récemment importée de l’Allemagne
50000 km
08/2021
Pack AMG
Edition20 (déchromage total et surpiques en blanc)
Pack Night
Toit panoramique ouvrant
Hi-Fi Burmester (son agréable)
Full Led
Lumieres Ambiantes
Version Premium
4 Cameras
Détecteurs d’obstacles et des signaux routières
Éxcellent état
Peinture entierement d’origine"
Volkswagen T-roc R-Line,100 000 DT,70 000 km,2021,Traction,Manuelle,6 cv,Essence,Nabeul,"À vendre T-roc R-Line interieur United
Compteur digital
Keyless-Go
Detecteurs dangles morts
Sono BEATS
Camera de recul
Lumieres ambiantes
Boite 6
Toit ouvrant panoramique
Malle electrique
Acc - Lane assist
Attelage remorque
Phares Full Led
Jantes en 19 pouces
Tu 249"
Hyundai Grand i10 High Grade,47 500 DT,82 000 km,2021,Traction,Automatique,5 cv,Essence,Tunis,"Compacte, 5 cv, transmission Traction, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières"
Volkswagen Caddy Prestige,49 500 DT,115 000 km,2020,Traction,Manuelle,5 cv,Diesel,Tunis,"Utilitaire, 5 cv, transmission Traction, Accoudoir avant, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Vitres teintées, 3 appuis têtes arrières"
Volkswagen Polo Smartline,49 000 DT,107 000 km,2022,Traction,Manuelle,4 cv,Essence,Tunis,"Compacte, 4 cv, transmission Traction, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Sièges sport, Sièges réglables en hauteur, Vitres teintées, Volant multi-fonctions, 3 appuis têtes arrières, Instrumentation numérique"
Toyota Yaris France,48 000 DT,110 000 km,2021,Traction,Manuelle,5 cv,Essence,Tunis,"Compacte, 5 cv, transmission Traction, Accoudoir avant, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Android Auto, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges réglables en hauteur, Vitres teintées, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Jeep Renegade Limited,86 000 DT,85 000 km,2021,Traction,Manuelle,8 cv,Essence,Tunis,"SUV/4x4, 8 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Android Auto, Bluetooth, Connectivité Aux, usb, iPod, Palettes au volant, Sièges chauffants, Sièges réglables en hauteur, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Hyundai Grand i10 High Grade,45 800 DT,59 000 km,2021,Traction,Manuelle,5 cv,Essence,Tunis,"Première main
4 cylindres"
Volkswagen Polo Smartline,53 000 DT,63 000 km,2021,Traction,Manuelle,4 cv,Essence,Tunis,"Compacte, 4 cv, transmission Traction, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Boîte à gants réfrigérée, Chargeur CD, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières"
Dacia Dokker Van,38 000 DT,140 000 km,2022,Traction,Manuelle,5 cv,Diesel,Tunis,"Utilitaire, 5 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Autoradio CD, Connectivité Aux, usb, iPod, Vitres teintées"
Volkswagen Polo,49 500 DT,67 000 km,2021,Traction,Manuelle,4 cv,Essence,Tunis,"Compacte, 4 cv, transmission Traction, Accoudoir avant, Autoradio, Autoradio CD, Autoradio CD/Mp3, Android Auto, Bluetooth, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Palettes au volant, Sièges sport, Sièges réglables en hauteur, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
KIA Cerato 5p,52 000 DT,178 000 km,2019,Traction,Manuelle,6 cv,Essence,Tunis,"Compacte, 6 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Bluetooth, Connectivité Aux, usb, iPod, Palettes au volant, Sièges sport, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Geely GX3,53 000 DT,90 000 km,2022,Traction,Manuelle,6 cv,Essence,Tunis,"SUV/4x4, 6 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Bluetooth, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Audi A3 Sportback,66 000 DT,128 000 km,2018,Traction,Manuelle,6 cv,Essence,Tunis,"Compacte, 6 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Connectivité Aux, usb, iPod, Sièges réglables en hauteur, Volant/levier de vitesse en cuir, Volant multi-fonctions"
