Price,Mileage,Year,Transmission,Gearbox,Horsepower,Fuel Type,Location,Brand,Model,Exterior Color,Interior Color,Upholstery,Seats,Doors,Energy,Gearbox Type,Fiscal Power,Transmission Type,Engine Displacement
99 255DT,165 000km,10.2015,Propulsion,Automatique,11cv,Essence,Ariana,BMW,Série 5,Gris Shark,Beige,Cuir intégral,5,5,Essence,Automatique,11cv,Propulsion,1997cm³
58 242DT,135 000km,05.2020,Traction,Manuelle,6cv,Essence,Ben Arous,Chery,Tiggo 2,Blanc,Noir,Alcantara,5,4,Essence,Manuelle,6cv,Traction,1498cm³
61 603DT,105 000km,06.2021,Traction,Manuelle,4cv,Essence,Ben Arous,Toyota,Yaris,Gris argent,Noir,Tissu,5,4,Essence,Manuelle,4cv,Traction,999cm³
88 608DT,100 000km,10.2019,Traction,Manuelle,5cv,Essence,Ariana,Volkswagen,Golf 7,Blanc,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1400cm³
65 547DT,115 000km,11.2019,Traction,Manuelle,5cv,Essence,Tunis,KIA,Rio 5p,Rouge,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1199cm³
274 327DT,68 000km,04.2020,Traction,Automatique,12cv,Hybride essence,Sousse,Mercedes-Benz,GLC Coupé,Blanc,Noir,Alcantara,5,5,Hybride essence,Automatique,12cv,Traction,1999cm³
63 807DT,165 000km,07.2009,Traction,Automatique,18cv,Essence,Ben Arous,Mazda,CX-7,Noir,Noir,Tissu,5,4,Essence,Automatique,18cv,Traction,2298cm³
46 573DT,197 000km,03.2018,Traction,Automatique,4cv,Essence,Ben Arous,Mitsubishi,Attrage,Blanc,Beige,Similicuir,5,4,Essence,Automatique,4cv,Traction,1198cm³
75 387DT,116 000km,11.2014,Traction,Manuelle,7cv,Essence,Sousse,Mercedes-Benz,Classe A,Gris Shark,Noir,Similicuir,5,4,Essence,Manuelle,7cv,Traction,1595cm³
125 892DT,50 000km,01.2021,Traction,Automatique,8cv,Essence,Ariana,BMW,Série 1,Rouge,Noir,Tissu,5,4,Essence,Automatique,8cv,Traction,1499cm³
144 358DT,100 000km,07.2022,Traction,Automatique,9cv,Essence,Tunis,Audi,A3,Gris anthracite,Noir,Cuir intégral,5,4,Essence,Automatique,9cv,Traction,cm³
54 881DT,147 000km,07.2011,Traction,Automatique,9cv,Essence,Tunis,Nissan,Qashqai,Bleu,Gris,Tissu,5,5,Essence,Automatique,9cv,Traction,1999cm³
121 920DT,200 000km,10.2014,Traction,Automatique,8cv,Essence,Tunis,Mercedes-Benz,Classe C,Gris argent,Autre,Cuir partiel,5,4,Essence,Automatique,8cv,Traction,1600cm³
255 438DT,60 000km,01.2022,Traction,Automatique,11cv,Hybride rechargeable essence,Tunis,Land Rover,Range Rover Evoque,Blanc,Rouge,Cuir intégral,5,4,Hybride rechargeable essence,Automatique,11cv,Traction,2000cm³
227 079DT,0km,09.2024,Intégrale,Automatique,7cv,Hybride diesel,Ariana,Hyundai,Tucson,Gris Shark,Gris,Cuir partiel,5,4,Hybride diesel,Automatique,7cv,Intégrale,1600cm³
57 506DT,140 000km,11.2019,Traction,Manuelle,4cv,Diesel,Tunis,Ford,Fiesta,Gris argent,Noir,Tissu,5,4,Diesel,Manuelle,4cv,Traction,1500cm³
69 554DT,143 000km,03.2022,Traction,Manuelle,5cv,Essence,Sfax,KIA,Rio 5p,Gris Shark,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1197cm³
62 209DT,95 000km,03.2022,Traction,Manuelle,5cv,Essence,Tunis,Renault,Clio,Blanc,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,999cm³
131 974DT,89 400km,10.2021,Traction,Automatique,7cv,Hybride diesel,Ben Arous,KIA,Sportage Hybride,Gris anthracite,Noir,Cuir intégral,5,5,Hybride diesel,Automatique,7cv,Traction,1598cm³
96 040DT,63 000km,08.2021,Intégrale,Manuelle,6cv,Essence,Tunis,Volkswagen,Golf 8,Blanc,Noir,Tissu,5,4,Essence,Manuelle,6cv,Intégrale,3000cm³
79 782DT,80 000km,02.2022,Traction,Manuelle,6cv,Essence,Sousse,Ssangyong,Tivoli,Gris Shark,Beige,Cuir intégral,5,5,Essence,Manuelle,6cv,Traction,1197cm³
57 394DT,88 000km,07.2018,Traction,Manuelle,4cv,Essence,Tunis,Citroën,C3,Blanc,Noir,Tissu,5,5,Essence,Manuelle,4cv,Traction,1200cm³
63 343DT,150 000km,01.2020,Traction,Automatique,5cv,Essence,Sousse,Fiat,500,Vert,Beige,Cuir intégral,5,3,Essence,Automatique,5cv,Traction,1243cm³
51 453DT,188 000km,12.2017,Traction,Manuelle,6cv,Essence,Tunis,Peugeot,308,Noir,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1300cm³
152 104DT,21 000km,08.2022,Traction,Automatique,8cv,Essence,Tunis,BMW,Série 2 Gran Coupé,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1200cm³
205 772DT,37 000km,05.2023,Traction,Automatique,8cv,Essence,Ben Arous,Audi,A5 Sportback,Bleu,Marron,Similicuir,5,4,Essence,Automatique,8cv,Traction,1398cm³
77 170DT,168 000km,06.2014,Traction,Automatique,7cv,Essence,Sousse,Volkswagen,Passat,Noir,Marron,Cuir intégral,5,4,Essence,Automatique,7cv,Traction,1600cm³
264 999DT,11 000km,02.2024,Propulsion,Automatique,9cv,Hybride essence,Tunis,Mercedes-Benz,Classe C,Autre,Noir,Cuir intégral,5,4,Hybride essence,Automatique,9cv,Propulsion,1999cm³
102 987DT,100 000km,04.2021,Traction,Manuelle,6cv,Essence,Tunis,Volkswagen,Golf 8,Blanc,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,999cm³
64 007DT,234 000km,04.2012,Intégrale,Automatique,11cv,Diesel,Tunis,KIA,Sportage,Blanc,Noir,Cuir intégral,5,5,Diesel,Automatique,11cv,Intégrale,cm³
113 595DT,187 000km,09.2014,Intégrale,Automatique,9cv,Diesel,Tunis,Land Rover,Range Rover Evoque,Blanc,Noir,Cuir intégral,5,4,Diesel,Automatique,9cv,Intégrale,2200cm³
227 248DT,114 000km,01.2019,Propulsion,Automatique,26cv,Essence,Tunis,Maserati,Levante,Gris anthracite,Marron,Cuir intégral,5,4,Essence,Automatique,26cv,Propulsion,2979cm³
123 704DT,50 000km,07.2021,Traction,Automatique,8cv,Essence,Tunis,KIA,Sportage,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1599cm³
132 375DT,120 000km,09.2021,Traction,Automatique,6cv,Hybride rechargeable diesel,Tunis,KIA,Sportage,Noir,Noir,Cuir partiel,5,5,Hybride rechargeable diesel,Automatique,6cv,Traction,1599cm³
262 835DT,15 000km,02.2022,Propulsion,Automatique,9cv,Essence,Tunis,Mercedes-Benz,Classe E,Blanc,Noir,Similicuir,5,5,Essence,Automatique,9cv,Propulsion,1499cm³
48 382DT,153 000km,11.2021,Traction,Manuelle,5cv,Essence,Bizerte,Suzuki,Dzire,Gris argent,Noir,Tissu,5,4,Essence,Manuelle,5cv,Traction,1997cm³
65 675DT,90 000km,09.2021,Intégrale,Manuelle,6cv,Essence,Nabeul,Geely,GX3,Autre,Noir,Similicuir,5,5,Essence,Manuelle,6cv,Intégrale,1498cm³
113 014DT,102 000km,12.2018,Traction,Automatique,7cv,Diesel,Sfax,KIA,Sportage,Noir,Noir,Cuir intégral,5,5,Diesel,Automatique,7cv,Traction,1559cm³
13 339DT,380 000km,09.2010,Traction,Manuelle,6cv,Diesel,Ben Arous,Peugeot,Partner,Blanc,Noir,Tissu,2,5,Diesel,Manuelle,6cv,Traction,1560cm³
50 930DT,100 000km,05.2014,Propulsion,Manuelle,5cv,Essence,Ariana,Hyundai,i10,Orange,Noir,Tissu,5,5,Essence,Manuelle,5cv,Propulsion,1200cm³
111 696DT,51 000km,05.2013,Propulsion,Manuelle,8cv,Diesel,Nabeul,Isuzu,D-Max Double Cabine,Noir,Noir,Cuir intégral,5,4,Diesel,Manuelle,8cv,Propulsion,2499cm³
113 032DT,117 000km,10.2015,Traction,Automatique,10cv,Essence,Ariana,Audi,A6,Autre,Marron,Similicuir,5,4,Essence,Automatique,10cv,Traction,1798cm³
94 854DT,87 000km,07.2018,Traction,Automatique,6cv,Essence,Tunis,Volkswagen,Golf 7,Noir,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1100cm³
71 574DT,71 000km,05.2021,Traction,Automatique,9cv,Essence,Sfax,Chery,Tiggo 4,Blanc,Noir,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1955cm³
89 965DT,250 000km,07.2010,Intégrale,Automatique,15cv,Diesel,Tunis,Mercedes-Benz,ML,Noir,Beige,Cuir intégral,5,5,Diesel,Automatique,15cv,Intégrale,3200cm³
88 276DT,240 000km,05.2010,Traction,Automatique,17cv,Diesel,Sousse,KIA,Mohave,Bleu,Beige,Cuir intégral,7,4,Diesel,Automatique,17cv,Traction,2959cm³
90 513DT,200 000km,11.1989,Traction,Manuelle,8cv,Essence,Ben Arous,Jeep,Wrangler,Noir,Marron,Cuir intégral,5,3,Essence,Manuelle,8cv,Traction,4200cm³
112 592DT,92 000km,04.2021,Traction,Automatique,6cv,Hybride essence,Sfax,Volkswagen,Golf 8,Blanc,Noir,Tissu,5,4,Hybride essence,Automatique,6cv,Traction,999cm³
59 673DT,101 000km,01.2021,Traction,Manuelle,5cv,Essence,Tunis,Renault,Clio,Gris Shark,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1200cm³
164 311DT,98 000km,02.2022,Traction,Automatique,7cv,Electrique,Monastir,Mercedes-Benz,EQA,Noir,Noir,Cuir partiel,5,5,Electrique,Automatique,7cv,Traction,cm³
77 792DT,160 000km,12.2011,Propulsion,Automatique,11cv,Essence,Tunis,Mercedes-Benz,Classe E coupé,Gris anthracite,Rouge,Cuir intégral,4,3,Essence,Automatique,11cv,Propulsion,899cm³
53 487DT,141 800km,07.2016,Traction,Manuelle,6cv,Essence,Sousse,Mazda,2,Rouge,Noir,Tissu,5,4,Essence,Manuelle,6cv,Traction,1496cm³
109 945DT,132 000km,01.2020,Traction,Automatique,8cv,Essence,Sousse,Volkswagen,Passat,Noir,Noir,Tissu,5,4,Essence,Automatique,8cv,Traction,1599cm³
466 779DT,11 000km,01.2019,Traction,Automatique,22cv,Essence,Tunis,Porsche,Panamera,Noir,Marron,Similicuir,5,4,Essence,Automatique,22cv,Traction,2998cm³
99 820DT,79 000km,12.2020,Traction,Automatique,9cv,Essence,Tunis,Haval,H6,Noir,Marron,Cuir intégral,5,4,Essence,Automatique,9cv,Traction,1680cm³
209 636DT,39 000km,09.2023,Traction,Automatique,8cv,Hybride rechargeable essence,Monastir,Mercedes-Benz,CLA,Blanc,Noir,Alcantara,5,4,Hybride rechargeable essence,Automatique,8cv,Traction,1332cm³
78 182DT,48 000km,12.2022,Traction,Manuelle,7cv,Essence,Tunis,Ford,Ecosport,Gris anthracite,Noir,Tissu,5,4,Essence,Manuelle,7cv,Traction,999cm³
153 643DT,140 000km,06.2018,Traction,Automatique,10cv,Diesel,Tunis,BMW,X4,Noir,Marron,Cuir intégral,5,5,Diesel,Automatique,10cv,Traction,2000cm³
137 313DT,48 000km,07.2021,Traction,Automatique,6cv,Hybride rechargeable essence,Sousse,Volkswagen,Golf 8,Blanc,Gris,Tissu,5,4,Hybride rechargeable essence,Automatique,6cv,Traction,1395cm³
71 588DT,56 000km,10.2022,Traction,Automatique,6cv,Essence,Ben Arous,Chery,Tiggo 3X,Noir,Noir,Similicuir,5,4,Essence,Automatique,6cv,Traction,998cm³
108 785DT,85 000km,06.2018,Traction,Manuelle,8cv,Essence,Tunis,Volkswagen,T-roc,Noir,Noir,Tissu,5,5,Essence,Manuelle,8cv,Traction,1500cm³
80 553DT,200 000km,07.2015,Traction,Automatique,7cv,Essence,Ariana,BMW,Série 3,Blanc,Noir,Tissu,5,5,Essence,Automatique,7cv,Traction,1000cm³
233 635DT,43 000km,06.2021,Intégrale,Automatique,13cv,Hybride essence,Tunis,Land Rover,Range Rover Evoque,Blanc,Noir,Similicuir,5,5,Hybride essence,Automatique,13cv,Intégrale,2000cm³
132 515DT,65 000km,03.2016,Traction,Automatique,8cv,Essence,Ben Arous,Mercedes-Benz,GLA,Blanc,Noir,Similicuir,5,4,Essence,Automatique,8cv,Traction,1595cm³
199 222DT,82 000km,11.2021,Traction,Automatique,9cv,Diesel,Sousse,Mercedes-Benz,CLA,Blanc,Noir,Tissu,5,4,Diesel,Automatique,9cv,Traction,1950cm³
55 603DT,140 000km,05.2022,Traction,Manuelle,5cv,Diesel,Tunis,Dacia,Dokker Van,Gris argent,Noir,Tissu,2,3,Diesel,Manuelle,5cv,Traction,1500cm³
85 385DT,129 000km,01.2021,Traction,Automatique,6cv,Essence,Ariana,Nissan,Qashqai,Blanc,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1200cm³
94 470DT,112 000km,01.2021,Traction,Automatique,6cv,Essence,Tunis,Volkswagen,Golf 7,Beige,Beige,Cuir intégral,5,4,Essence,Automatique,6cv,Traction,1197cm³
102 184DT,50 000km,07.2019,Traction,Automatique,6cv,Essence,Tunis,Audi,A3 Berline,Bleu,Gris,Alcantara,5,5,Essence,Automatique,6cv,Traction,1000cm³
65 633DT,480 000km,07.1999,Traction,Manuelle,11cv,Diesel,Tunis,Nissan,Patrol,Noir,Autre,Similicuir,5,4,Diesel,Manuelle,11cv,Traction,2826cm³
157 227DT,62 000km,07.2020,Traction,Automatique,10cv,Essence,Sousse,BMW,Série 5,Blanc,Noir,Cuir intégral,5,5,Essence,Automatique,10cv,Traction,1500cm³
143 450DT,35 000km,04.2019,Traction,Automatique,8cv,Essence,Sfax,Mercedes-Benz,Classe A,Blanc,Noir,Alcantara,5,5,Essence,Automatique,8cv,Traction,1332cm³
240 513DT,115 000km,08.2018,Traction,Automatique,20cv,Essence,Tunis,Jeep,Wrangler,Gris argent,Noir,Cuir intégral,5,5,Essence,Automatique,20cv,Traction,4000cm³
93 281DT,162 000km,11.2009,Intégrale,Automatique,32cv,Essence,Tunis,Land Rover,Range Rover Sport,Noir,Autre,Cuir intégral,5,5,Essence,Automatique,32cv,Intégrale,4197cm³
56 351DT,75 000km,09.2018,Traction,Manuelle,5cv,Essence,Tunis,Fiat,Tipo 5 portes,Gris Shark,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1300cm³
68 687DT,122 000km,07.2020,Traction,Manuelle,5cv,Essence,Tunis,KIA,Rio 5p,Gris Shark,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1248cm³
53 531DT,40 000km,04.2018,Intégrale,Manuelle,5cv,Essence,Sfax,Suzuki,Baleno,Beige,Noir,Cuir intégral,5,5,Essence,Manuelle,5cv,Intégrale,1373cm³
251 922DT,16 000km,01.2023,Traction,Automatique,9cv,Essence,Tunis,Mercedes-Benz,Classe C,Noir,Autre,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1599cm³
10 792DT,146 000km,11.2020,Traction,Automatique,8cv,Diesel,Sousse,Mercedes-Benz,Classe C,Gris anthracite,Noir,Alcantara,5,5,Diesel,Automatique,8cv,Traction,2000cm³
300 755DT,65 000km,01.2020,Traction,Automatique,10cv,Diesel,Tunis,BMW,X4,Noir,Noir,Cuir intégral,5,5,Diesel,Automatique,10cv,Traction,1999cm³
65 548DT,298 000km,10.2010,Traction,Automatique,11cv,Diesel,Ariana,KIA,Sportage,Gris anthracite,Noir,Tissu,5,4,Diesel,Automatique,11cv,Traction,1998cm³
227 494DT,35 000km,02.2022,Traction,Automatique,9cv,Essence,Tunis,Mercedes-Benz,Classe C,Gris Shark,Gris,Cuir partiel,5,5,Essence,Automatique,9cv,Traction,1496cm³
65 854DT,241 000km,11.2008,Traction,Automatique,11cv,Essence,Ben Arous,Audi,A4,Blanc,Beige,Similicuir,5,4,Essence,Automatique,11cv,Traction,1984cm³
87 422DT,112 000km,01.2021,Traction,Automatique,6cv,Essence,Tunis,Volkswagen,Golf 7,Beige,Beige,Cuir intégral,5,4,Essence,Automatique,6cv,Traction,1197cm³
75 418DT,120 000km,04.2010,Traction,Automatique,10cv,Essence,Tunis,Audi,A5 Cabriolet,Blanc,Noir,Cuir intégral,5,2,Essence,Automatique,10cv,Traction,1999cm³
91 310DT,125 000km,09.2019,Traction,Automatique,9cv,Essence,Tunis,Haval,H6,Blanc,Marron,Cuir intégral,5,4,Essence,Automatique,9cv,Traction,1589cm³
51 947DT,200 000km,03.2010,Traction,Manuelle,7cv,Essence,Tunis,Volkswagen,Scirocco,Noir,Noir,Tissu,4,3,Essence,Manuelle,7cv,Traction,1400cm³
66 500DT,480 000km,07.1999,Traction,Manuelle,11cv,Diesel,Tunis,Nissan,Patrol,Noir,Autre,Similicuir,5,4,Diesel,Manuelle,11cv,Traction,2826cm³
134 517DT,163 000km,06.2014,Traction,Automatique,16cv,Essence,Ben Arous,Jaguar,XJL,Noir,Beige,Similicuir,5,4,Essence,Automatique,16cv,Traction,1999cm³
120 969DT,48 000km,06.2023,Traction,Automatique,7cv,Diesel,Ariana,Peugeot,308,Vert,Noir,Tissu,5,4,Diesel,Automatique,7cv,Traction,1500cm³
72 636DT,171 000km,10.2018,Traction,Manuelle,7cv,Essence,Ariana,Volkswagen,Jetta,Noir,Noir,Tissu,6,4,Essence,Manuelle,7cv,Traction,1398cm³
66 005DT,76 400km,01.2013,Traction,Automatique,11cv,Essence,Ariana,Mini,Cooper S,Gris Shark,Noir,Cuir intégral,4,2,Essence,Automatique,11cv,Traction,1598cm³
96 260DT,85 000km,09.2020,Traction,Manuelle,6cv,Essence,Tunis,Volkswagen,T-roc,Gris Shark,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1100cm³
189 542DT,5 496km,06.2024,Intégrale,Automatique,8cv,Hybride rechargeable essence,Sfax,Volkswagen,Golf 8,Noir,Noir,Cuir intégral,5,4,Hybride rechargeable essence,Automatique,8cv,Intégrale,2000cm³
378 420DT,40 000km,09.2017,Intégrale,Automatique,26cv,Essence,Sousse,Mercedes-Benz,GLE Coupé,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,26cv,Intégrale,2996cm³
65 786DT,201 000km,10.2011,Traction,Automatique,10cv,Essence,Ben Arous,Audi,A5 Coupé,Noir,Noir,Similicuir,4,2,Essence,Automatique,10cv,Traction,1998cm³
61 158DT,105 000km,06.2021,Traction,Manuelle,4cv,Essence,Ben Arous,Toyota,Yaris,Gris argent,Noir,Tissu,5,4,Essence,Manuelle,4cv,Traction,999cm³
88 782DT,142 000km,04.2016,Traction,Automatique,7cv,Essence,Tunis,BMW,Série 3,Noir,Beige,Similicuir,5,5,Essence,Automatique,7cv,Traction,1499cm³
86 236DT,120 000km,01.2021,Traction,Automatique,7cv,Essence,Sfax,Peugeot,2008,Gris Shark,Noir,Tissu,5,5,Essence,Automatique,7cv,Traction,1200cm³
96 911DT,200 000km,02.2010,Intégrale,Automatique,10cv,Diesel,Ben Arous,Audi,Q5,Blanc,Noir,Alcantara,5,4,Diesel,Automatique,10cv,Intégrale,2000cm³
45 222DT,210 000km,01.2010,Traction,Manuelle,7cv,Essence,Tunis,Peugeot,3008,Marron,Noir,Tissu,5,5,Essence,Manuelle,7cv,Traction,1600cm³
155 215DT,40 000km,09.2021,Traction,Automatique,8cv,Essence,Tunis,Volkswagen,Golf 8,Gris Shark,Gris,Alcantara,5,5,Essence,Automatique,8cv,Traction,1499cm³
142 011DT,30 000km,09.2021,Traction,Automatique,8cv,Essence,Tunis,Skoda,Superb,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1599cm³
235 526DT,127 000km,01.2017,Intégrale,Automatique,16cv,Diesel,Ben Arous,Land Rover,Range Rover Sport,Noir,Noir,Cuir intégral,5,5,Diesel,Automatique,16cv,Intégrale,2933cm³
22 493DT,350 000km,10.1997,Intégrale,Manuelle,10cv,Diesel,Le Kef,Mercedes-Benz,Classe E,Bleu,Noir,Cuir intégral,5,4,Diesel,Manuelle,10cv,Intégrale,2500cm³
134 208DT,50 000km,09.2014,Propulsion,Automatique,8cv,Essence,Sfax,Mercedes-Benz,Classe C,Bleu,Noir,Cuir partiel,5,4,Essence,Automatique,8cv,Propulsion,1580cm³
81 342DT,137 000km,09.2019,Traction,Automatique,8cv,Essence,Tunis,Peugeot,508,Noir,Gris,Tissu,5,4,Essence,Automatique,8cv,Traction,1600cm³
103 959DT,55 000km,08.2019,Traction,Automatique,9cv,Essence,Ben Arous,Haval,H6,Marron,N/A,N/A,N/A,N/A,Essence,Automatique,9cv,Traction,N/A
69 027DT,73 000km,11.2019,Traction,Automatique,9cv,Essence,Ben Arous,Alfa Romeo,Giulietta,Gris argent,Noir,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1392cm³
78 498DT,125 000km,11.2020,Traction,Manuelle,5cv,Diesel,Tunis,Renault,Megane,Blanc,Noir,Tissu,5,5,Diesel,Manuelle,5cv,Traction,1499cm³
132 935DT,76 000km,07.2021,Traction,Automatique,8cv,Hybride rechargeable essence,Ben Arous,Cupra,Formentor,Gris Shark,Noir,Alcantara,5,5,Hybride rechargeable essence,Automatique,8cv,Traction,1398cm³
307 653DT,64 000km,07.2019,Traction,Automatique,10cv,Diesel,Kairouan,Land Rover,Range Rover Velar,Gris Shark,Beige,Cuir intégral,5,5,Diesel,Automatique,10cv,Traction,1999cm³
74 521DT,72 000km,08.2021,Traction,Manuelle,5cv,Essence,Tunis,KIA,Rio 5p,Blanc,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1197cm³
71 343DT,130 000km,12.2014,Traction,Manuelle,5cv,Essence,Ariana,Volkswagen,Golf 7,Noir,Gris,Tissu,5,5,Essence,Manuelle,5cv,Traction,1200cm³
90 072DT,126 000km,02.2020,Traction,Automatique,9cv,Essence,Ben Arous,Haval,H6,Blanc,Gris,Similicuir,5,4,Essence,Automatique,9cv,Traction,1498cm³
51 027DT,160 000km,07.2017,Traction,Automatique,5cv,Essence,Tunis,Suzuki,Baleno,Rouge,Noir,Tissu,5,5,Essence,Automatique,5cv,Traction,1200cm³
160 420DT,90 000km,01.2020,Intégrale,Manuelle,8cv,Diesel,Ariana,Toyota,Hilux Double Cabine,Blanc,Noir,Cuir intégral,5,4,Diesel,Manuelle,8cv,Intégrale,2400cm³
58 694DT,302 000km,10.2012,Traction,Automatique,7cv,Essence,Tunis,Audi,A4,Noir,Gris,Cuir intégral,5,5,Essence,Automatique,7cv,Traction,1798cm³
129 187DT,156 000km,08.2019,Traction,Automatique,8cv,Essence,Ariana,Volkswagen,Tiguan,Gris argent,Marron,Cuir intégral,4,5,Essence,Automatique,8cv,Traction,1398cm³
163 342DT,28 000km,05.2022,Intégrale,Automatique,11cv,Hybride rechargeable essence,Tunis,Hyundai,Tucson Hybride,Gris Shark,Noir,Tissu,5,5,Hybride rechargeable essence,Automatique,11cv,Intégrale,1600cm³
238 233DT,41 000km,03.2023,Propulsion,Automatique,8cv,Hybride essence,Tunis,Mercedes-Benz,Classe C,Noir,Beige,Tissu,5,5,Hybride essence,Automatique,8cv,Propulsion,1600cm³
70 052DT,3 500km,12.2023,Traction,Manuelle,5cv,Essence,Nabeul,Suzuki,Dzire,Gris argent,Noir,Tissu,5,4,Essence,Manuelle,5cv,Traction,1197cm³
89 067DT,330 000km,06.2011,Traction,Automatique,9cv,Diesel,Tunis,Mercedes-Benz,Classe E,Noir,Noir,Cuir intégral,5,5,Diesel,Automatique,9cv,Traction,2199cm³
139 673DT,125 000km,02.2016,Traction,Automatique,9cv,Essence,Tunis,Mercedes-Benz,Classe C coupé,Noir,Autre,Cuir intégral,4,2,Essence,Automatique,9cv,Traction,1599cm³
101 695DT,112 000km,10.2020,Intégrale,Automatique,6cv,Diesel,Tunis,Peugeot,2008,Blanc,Noir,Tissu,5,4,Diesel,Automatique,6cv,Intégrale,1500cm³
70 062DT,117 000km,11.2019,Traction,Manuelle,6cv,Essence,Ben Arous,Suzuki,Ciaz,Blanc,Noir,Cuir intégral,5,4,Essence,Manuelle,6cv,Traction,1462cm³
58 165DT,65 000km,04.2022,Traction,Manuelle,5cv,Essence,Ben Arous,Renault,Clio,Gris argent,Noir,Tissu,5,4,Essence,Manuelle,5cv,Traction,999cm³
58 405DT,104 000km,07.2018,Intégrale,Manuelle,6cv,Essence,Tunis,Great Wall,M4,Gris argent,Noir,Similicuir,5,4,Essence,Manuelle,6cv,Intégrale,1500cm³
76 507DT,272 000km,06.2010,Traction,Automatique,14cv,Diesel,Ben Arous,Mercedes-Benz,Classe E,Blanc,Rouge,Similicuir,5,4,Diesel,Automatique,14cv,Traction,2989cm³
208 188DT,45 000km,01.2022,Intégrale,Automatique,19cv,Hybride essence,Tunis,Volkswagen,Golf 8,Autre,Noir,Cuir intégral,5,4,Hybride essence,Automatique,19cv,Intégrale,1999cm³
64 025DT,290 000km,01.2016,Traction,Manuelle,9cv,Essence,Nabeul,Ford,Fusion,Noir,Noir,Similicuir,5,4,Essence,Manuelle,9cv,Traction,1500cm³
161 701DT,28 000km,04.2022,Traction,Automatique,9cv,Essence,Tunis,Toyota,RAV 4 Hybride,Noir,Beige,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,cm³
52 741DT,188 000km,12.2017,Traction,Manuelle,6cv,Essence,Tunis,Peugeot,308,Noir,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1300cm³
40 069DT,220 000km,02.2018,Traction,Manuelle,7cv,Diesel,Tunis,Tata,Xenon X2 Simple Cabine,Blanc,Gris,Tissu,2,2,Diesel,Manuelle,7cv,Traction,2200cm³
38 900DT,208 000km,05.2002,Traction,Automatique,7cv,Essence,Ben Arous,Mitsubishi,Lancer,Gris argent,Noir,Tissu,5,4,Essence,Automatique,7cv,Traction,1998cm³
51 161DT,69 000km,12.2017,Traction,Manuelle,4cv,Essence,Tunis,Toyota,Yaris,Rouge,Noir,Tissu,5,4,Essence,Manuelle,4cv,Traction,cm³
58 143DT,74 000km,12.2022,Traction,Manuelle,5cv,Essence,Tunis,Hyundai,Grand i10,Marron,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1200cm³
394 985DT,6 300km,11.2023,Intégrale,Automatique,17cv,Essence,Tunis,Porsche,Macan,Noir,Beige,Cuir intégral,5,4,Essence,Automatique,17cv,Intégrale,2000cm³
163 063DT,122 000km,03.2021,Traction,Automatique,9cv,Essence,Ben Arous,Audi,Q3 Sportback,Blanc,Noir,Similicuir,5,4,Essence,Automatique,9cv,Traction,1398cm³
100 804DT,230 000km,07.2015,Traction,Automatique,8cv,Essence,Sousse,Mercedes-Benz,Classe C,Blanc,Noir,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1596cm³
51 134DT,417 000km,06.1991,Traction,Manuelle,17cv,Diesel,Ben Arous,Nissan,Patrol,Gris argent,Noir,Tissu,5,4,Diesel,Manuelle,17cv,Traction,4198cm³
135 718DT,107 000km,09.2020,Propulsion,Automatique,7cv,Essence,Ben Arous,BMW,Série 4 Gran Coupé,Bleu,Noir,Alcantara,5,4,Essence,Automatique,7cv,Propulsion,1800cm³
73 572DT,165 000km,08.2014,Traction,Manuelle,6cv,Essence,Tunis,Nissan,Qashqai,Noir,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1399cm³
55 026DT,212 000km,11.2013,Traction,Manuelle,5cv,Essence,Ariana,Volkswagen,Golf 7,Autre,Autre,Similicuir,5,5,Essence,Manuelle,5cv,Traction,1200cm³
95 133DT,22 000km,06.2021,Traction,Manuelle,6cv,Essence,Ben Arous,Peugeot,2008,Blanc,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1200cm³
